job_roles,title,clean_desc
Apartment Rental Agent,Leasing Agent,Proven track record successful sales Up date property market status MS Office familiarity Excellent communication negotiation skills Persuasive marketing sales skills items You mediator tenants property managers items Benefits Hourly Comprehensive training items More job highlightsLeasing Agent Hourly Join renowned rapidly growing Property Management Team We full service multi family property management company ten years experience Our track record consistently delivering superior quality property management sound fiscal oversight personalized service clients residents defines us Are known outgoing nature great communication skills ability solid team player We got leasing agent role name This client facing role primarily interact tenants assist moves leases answer questions come You mediator tenants property managers Your exceptional follow keep things rolling ensure parties page Agents must well spoken mature self starter extremely motivated ambitious aggressive desire passion succeed We offer great benefits including Comprehensive training Competitive salaries bonuses Paid vacation sick days holidays k plan company match Medical Dental Vision Employer Paid Basic Life Insurance Employee Referral Program Employee Awards Recognition Career Advancement Opportunities ESSENTIAL DUTIES AND RESPONSIBILITIES listed always include specifically assigned immediate supervisor The policy procedure manual provides depth guide responsibilities position Interview prospective residents record information ascertain needs qualifications Inputs information computer Responsible generating high volume leasing deals consistent basis identifying new prospects cultivating growth Accompany prospective residents models vacant apartments discuss size layout apartments selling features amenities community Qualify prospective residents verify applications credit information qualifications Prepare lease move documentation related paper work Collect rental payments application fees community residents Promote positive proactive approach resident relations service Walk inspect vacancies daily basis confirming apartment make ready status Assist planning hosting resident events Maintains knowledge marketplace regular competitive property visits inspections REQUIREMENTS Proven track record successful sales Up date property market status MS Office familiarity Excellent communication negotiation skills Persuasive marketing sales skills Customer service orientation CERTIFICATES LICENSES REGISTRATIONS Compliance Training Certificate Tax Credit Set Aside Communities Fair Housing Compliance Exam OTHER QUALIFICATIONS Bilingual Preferred Ability read understand lease agreements lease documents Professional appearance demeanor Confidentiality Works well ease strangers Reliable team player Effective listener communicator Effective sales skills Available work weekends overtime Able take directions supervisor Accept constructive criticism
Right of Way Agent,Right of Way Agent,Knowledge sequence processes required complete acquisition Ability plot metes bounds descriptions property read variety maps electronic paper Ability read analyze engineering drawings right way plans order properly explain taking items Examines right way files containing easements deeds legal descriptions permits agreements contracts documents correspondence relating property order determine issues multiple line rights assignability abandonment clauses lease terms restrictions Determine ownership house client records online public records Landowner encroachment mitigation existing rights way items More job highlightsCoates Field Service Inc seeking Right Way Agent electric transmission distribution right way project projects The successful candidate well versed digital workflows online title searches legal document deconstruction delivery The successful candidate responsible day day right way duties projects following regions New York Finger Lakes Southern Tier Mohawk Valley The position primarily remote position frequent travel various projects Local Candidates New York Only No Per Diem Available Overview Duties Contacts landowners throughout system series acquisition construction tasks Examines right way files containing easements deeds legal descriptions permits agreements contracts documents correspondence relating property order determine issues multiple line rights assignability abandonment clauses lease terms restrictions Determine ownership house client records online public records Landowner encroachment mitigation existing rights way Explains project landowners answers questions Documents contact landowners mail telephone e mail personal visits Assimilates contact information project activities enters details project database Secures permission landowner various types surveys studies across public private lands Negotiates option agreements easements tenant consents access temporary construction related agreements Secures required subordination agreements Obtains maps tax roll information Secures ownership information variety sources Records legal documents appropriate county offices Provides liaison landowner contractors construction crews inspectors surveyors archaeologists Settles damages construction Maintains assigned parcel files beginning end project May testify condemnation proceedings expert witness Specialized knowledge education required Electric transmission project experience preferred Proficiency Microsoft Office Suite Adobe Acrobat In depth knowledge legal terminology applies land acquisition Capable completing legal documents forms easements agreements Knowledge sequence processes required complete acquisition Ability plot metes bounds descriptions property read variety maps electronic paper Ability read analyze engineering drawings right way plans order properly explain taking The ability read understand communicate property valuation information landowners contained formal real estate appraisals prepared professional state certified appraisers The ability render independent land value judgments determine compensation beyond value outlined appraisal justified Proficient programs necessary maintain documentation produce reports Understands technology projects well enough explain discuss property owners Skilled variety research methods particularly internet courthouse recorded documents Knowledge determine valuations crops trees pastures etc damage settlement Completion courses relating current issues processes sanctioned offered International Right Way Association preferred Coates Field Service Inc one nation largest right way consulting firms works behalf energy transportation companies electric transmission companies state local governments similarly situated clients Salary dependent upon experience Benefits offered Women minorities veterans encouraged apply Coates EOE Powered JazzHR aKfjcmdswn
Right of Way Agent,RIGHT-OF-WAY AGENT 2,A valid driver license evidence equivalent mobility required time appointment condition continued employment Detailed knowledge engineering methods practices relation highway surveys basic design concepts issues related industrial relocation projects Ability operate personal computer related software order graph chart analyze data develop correspondence prepare reports Ability knowledge skills abilities required lower levels items Benefits Pay Grade GRADE Salary Range items More job highlightsDepartment DEPARTMENT OF TRANSPORTATION Division DEPARTMENT OF TRANSPORTATION Business Unit HR TRANSPORTATION ADMIN Work Type PERMANENT Pay Grade GRADE Salary Range Fulltime Parttime Full Time Recruiter RACHAEL L PRINCE Phone Email rprince nv gov Position Description Incumbents possess degree knowledge proficiency sufficient perform work independently little additional training Right Way Agents appraise acquire relocate clear manage real property State requested political subdivisions This position located within Right Way Division NDOT Headquarters Carson City The incumbent acquire real property provide relocation assistance displaced persons farms business perform property management functions Incumbent may responsbilt utility identification relocation coordination This position also monitors local public agencies use Federal Highway Funds ensure compliance Uniform Relocation Assistance Real Property Acquisition Policies Act Uniform Act Title Title Code Federal Regulations FHWA Uniform Act Uniform Standards Professional Appraisal Practice Highway Beautification Act THIS IS AN UNDERFILL FOR A RIGHT OF WAY AGENT III INCUMBENT MAY PROGRESS TO THE NEXT LEVEL UPON MEETING THE MINIMUM QUALIFICATIONS SATISFACTORY PERFORMANCE AND WITH THE APPROVAL OF THE APPOINTING AUTHORITY To see full Class Specifications visit Minimum Qualifications Bachelor degree business public administration real estate mathematics related field two years professional experience right way operations real property appraisal planning zoning escrow title real estate tax assessment real estate development similar area OR one year experience Right Way Agent I Nevada State service OR equivalent combination education experience Special Requirements This position require travel time A valid driver license evidence equivalent mobility required time appointment condition continued employment Knowledge Skills Abilities Detailed knowledge engineering methods practices relation highway surveys basic design concepts issues related industrial relocation projects Ability operate personal computer related software order graph chart analyze data develop correspondence prepare reports Ability plot locate parcels Ability knowledge skills abilities required lower levels General knowledge federal regulations regarding relocation assistance General knowledge federal State statutes pertinent acquisition land disposal property acquired right way Working knowledge property rights real estate legal descriptions Working knowledge technical legal terminology documents related real estate law Working knowledge algebra geometry technical math necessary comprehend explain construction plans real property related maps documents General knowledge technical legal terminology documents relating appraisal property practices appraisal Code Federal Regulations General knowledge Nevada Revised Statutes right way policies procedures This recruitment may close time based number applications received Qualified applicants encouraged apply soon possible The salary range indicated announcement based Employee Employer retirement compensation schedule An employer option available reduced salary range The State Nevada committed Equal Employment Opportunity Affirmative Action recruitment employees discriminate basis race color national origin religion belief age disability sex sexual orientation gender identity expression pregnancy domestic partnership genetic information GINA compensation wages Nearest Major Market Carson City Nearest Secondary Market Reno
Real Estate Sales Agent,Real Estate Sales Agent,Self motivated able perform tasks independently Tech savvy Organized manages time effectively Great communication social skills Desire best version continuous learning self improvement items Create written purchase offers buyer clients create quick easy closing process Consistent lead follow grow sales pipeline items Benefits Commission Based More job highlightsAre self starter desire make better income Do love helping others thrive making home vision reality If answered yes questions got career opportunity Our team growing need Sales Agents help us handle abundant amount leads We provide lots leads proven training mentor support ensure success Our marketing tools administrative support allow best SELL Our team atmosphere fun engaging treat team like family If sounds like great fit please apply Compensation Commission Based Responsibilities Create written purchase offers buyer clients create quick easy closing process Consistent lead follow grow sales pipeline Have local knowledge community answer questions potential homes surrounding neighborhood Nurture relationships connect clients generate sales Consult buyer seller clients hone home wants needs close deal Prospect connect customers interested buying selling real estate Meet potential clients establish needs provide consultation Assist clients finding homes showings homes inspections writing contracts closings Follow prospects previous customers Updating CRM notes following leads Maintain license continuing education courses Qualifications A proven record sales experience success preferred Self motivated able perform tasks independently Tech savvy Organized manages time effectively Great communication social skills Desire best version continuous learning self improvement Enjoy meeting new people guiding real estate transactions Able manage time effectively Hold ND MN Real Estate License desire obtain one Possess excellent verbal written communication skills Have valid driver license reliable transportation About Company FpG Realty Flom Property Group premier real estate brokerage Fargo ND We pride delivering exceptional value clients making sure best possible experience real estate transactions
Licensed Real Estate Broker,Licensed Real Estate Broker,Proven experience auctions estate sales Valid driver license reliable transportation Exhibit excellent interpersonal communication skills ability negotiate effectively items hr starting pay opportunities commission Make difference lives local families items More job highlightsWe pride giving back community helping seniors families downsize relocate declutter Do believe people matter Do crave fulfilling rewarding work tasks Do want make positive impact small local business Are real estate broker tired hustle want serve clientele respects appreciates value profession bings If help grow local business specializes helping seniors relocation online estate sales The Licensed Real Estate Broker responsible contacting establishing new referrals qualified leads within defined territory meet exceed sales revenue goals The successful candidate self motivated possess excellent interpersonal phone skills ability develop rapport business partners clients The overall goal position drive sales develop markets create new opportunities growth Benefits hr starting pay opportunities commission Make difference lives local families Opportunities grow role Have direct contact people community Flexible scheduling Sign bonus day review Essential Job Functions Work within defined territory identify develop potential partners clients Manage real estate transactions advocating negotiating behalf client best interest Identify secure referral sources based market needs trends Actively pursue sales partnerships contact lead sources email phone person local travel Increase brand awareness marketplace implement market growth strategies create Business Development plans achieve quarterly sales objectives Provide comprehensive reporting owner Support utilize sales tools branded materials social media sales development training webinars event driven Email campaigns Job Requirements Real Estate Broker Licensed Virginia Must disciplinary actions DPOR last years Proven experience successfully managing real estate leads Proven experience auctions estate sales Proven Real Estate manager mentor Valid driver license reliable transportation Prior experience working seniors SRES credential preferred required Exhibit excellent interpersonal communication skills ability negotiate effectively Motivated self starter strong organization time management skills Proficient Microsoft Office Word Excel PowerPoint Outlook Join innovative hands team provide peace mind local families Powered JazzHR
Real Estate Sales Agent,Real Estate Sales Representative,Have excellent communication skills ability network build business To succeed must Drive self motivated time task time Curiosity must go extra mile ask right questions items items Benefits Have flexible schedule Find best free training support previous experience necessary items More job highlightsHave reached potential career Are making money deserve Do tools leadership supportive environment help succeed lucrative exciting industry If answered No questions Keller Williams Realty answer At Keller Williams Realty You Can Make six figure commission based income Have flexible schedule Find best free training support previous experience necessary Work full time part time In Order Join Our Team You Must Be licensed real estate agent Have desire work independently control professional growth Have strong work ethic desire successful Have excellent communication skills ability network build business This salaried position Your income entirely commission based provides unlimited potential There reason passed every real estate company largest still fastest growing real estate company North America associates Keller Williams agents account sales sales volume real estate company world If interested joining team click Apply button give us information follow Compensation Commission Based Responsibilities Sales Representatives help clients list homes competitive prices get money A Sales Representative works sellers make sure home best condition possible renovations staging listing market Realtors also work clients looking buy homes They schedule property tours accompany buyers home visits Sales Representatives advise buyers home quality value A Sales Representative engages continuous education remain date industry news practices well current market particular region Qualifications To succeed must Drive self motivated time task time Curiosity must go extra mile ask right questions Honesty persistence Do right thing never give Transparency Full disclosure everything Communication complaint lack communication clients Underlying passion must love real estate everything goes Ability listen must listen understand clients find house dreams About Company Keller Williams leader Sales Volume Real Estate fact world wide We highest Number Sales Representatives Keller Williams untouchable training systems business practises Real Estate field Keller Williams goes far beyond comes training allowing touch best practises within world comes Real Estate Truly unmatched systems models follows ultimate experience agents clients Excellent working environment one happiest places work America Joining team job integral collective mission As approach path growth opportunity right cheering building set achieve goals From continuing education supporting personal wealth health want see thrive
Real Estate manager,Real Estate Manager,Having prior experience capability site selection design construction work letter lease negotiations retail restaurant food would also required You must able support display professional reputation particular brand integrity respect We looking results oriented Real Estate Manager combines persuasive engaging personality passion building customer relationships drive exceed expectations In addition highly organized detail oriented ability manage multiple priorities thrive pressure within fast paced environment items Benefits Competitive compensation Comprehensive training hone skills headquarters items More job highlightsCompany Description UFG Inc Real Estate Manager Food Industry Top Five Reasons YOU Should Work United Franchise Group We encourage help people become successful entrepreneurs enhance lives communities around Our team consists people growing personally professionally We made positive enthusiastic passionate people work hard play hard We family owned company functions like family It mission provide best customer service franchisees across globe When successful successful We growing food division within organization tremendous opportunity add team winners We looking add Real Estate Manager Food Division lead site selection process interviewing selecting local brokers coordinating site tours proceeding site selection franchisee lease signing locations meet site criteria guidelines Food Brands e The Great Greek Jon Smith Subs The ideal candidate would food retail industry experience site analysis skills design construction knowledge You must comfortable working fast paced environment work multiple projects one time per year minimum Once become part amazing team winners enjoy Competitive compensation Comprehensive training hone skills headquarters Travel opportunities Medical Dental Vision Life insurance coverage Short Long term disability insurance Generous time k plan company match Social gatherings team building activities Leadership workshops personal development Recognition top performers Philanthropy chance give back community Job Description Job Responsibilities As Real Estate Manager Food Division play key role leading directing site selection start signed lease Your responsibility would assist managing franchisee experience team communication consultant coordination Having prior experience capability site selection design construction work letter lease negotiations retail restaurant food would also required You must able support display professional reputation particular brand integrity respect Specific duties Real Estate Manager role include Manage site selection LOI lease negotiation site approval process meet new restaurant growth goals Advocating brands vision promoting brand identity assisting franchisees securing high quality sites fit brands site criteria standards liaison outside council Landlord brokers throughout lease negotiation process Manage franchisee experience facilitating clear consistent communications design construction Launch Support teams Provide ongoing support existing franchisees relates real estate related questions Tracks progress control site acquisition timelines achieve milestone completion securing sites meet new restaurant opening goals Assist creation new market broker relationships Identify deal specific issues anticipate proactively work conflicts execute leases timely manner Help improve create processes documentation associated site selection lease negotiation brand approvals Qualifications We looking results oriented Real Estate Manager combines persuasive engaging personality passion building customer relationships drive exceed expectations In addition highly organized detail oriented ability manage multiple priorities thrive pressure within fast paced environment It also vital display excellent verbal written communication interpersonal skills ability quickly establish rapport credibility build solid business relationships Specific qualifications operations management role include Bachelor degree equivalent education four year College University OR years related experience training OR equivalent combination education experience Previous Site Selection experience retail food must Eligible driver license valid automobile insurance Technical aptitude ability quickly pick new technologies Exceptional problem solving skills Can work fast paced environment Understand lease work letter project budget terminology Developing reviewing driving milestone progress within site selection process Sales business operations experience plus Proficient computer skills including MS Office products Ability travel outside region Join us United Franchise Group global leader entrepreneurs Apply Additional Information All information kept confidential according EEO guidelines
Licensed Real Estate Broker,Commercial Real Estate Salesperson - Long Island,Job highlights Identified Google original job post Benefits Paid commissions unlimited earning potentialWe seeking talented ambitious people join award winning commercial real estate brokerage Melville NY If professional work ethic results driven possess strong people problem solving skills want This opportunity learn commercial real estate ground Schacker provides comprehensive hands training support best class technologies new talent successfully learn grow training staff includes NYS Licensed Real Estate Instructors Learn best Paid commissions unlimited earning potential
Apartment Rental Agent,Leasing Agent,Answers incoming phone calls handles call professionally Greet prospective residents determine needs preferences professionally present community show apartments suitable prospect needs communicating features benefits Maintain daily property advertising materials items More job highlightsJob Summary The Leasing Agent property sales representative whose primary duties greet prospects present professionally features benefits assigned community property secure lease agreements qualified persons A Leasing Agent service oriented strives make current residents prospective residents feel welcome comfortable community Summary Duties Responsibilities Conducts business accordance company policies procedures Fair Housing Americans Disabilities Act Fair Credit Reporting Act laws pertaining apartments Maintain professional friendly atmosphere leasing office throughout community Inspects models market ready vacancies daily Answers incoming phone calls handles call professionally Greet prospective residents determine needs preferences professionally present community show apartments suitable prospect needs communicating features benefits Maintain daily property advertising materials Accurately promptly complete paperwork related prospective applications leases Accept rents deposits Qualifications Positions requires good leasing closing skills least year selling experience Person must able type WPM Prefer least years customer service Person must organized
Real Estate Advisor,"Consultant, Business Tax Advisory | Real Estate Solutions",Ability work high paced changing environment staying focused client needs You direct access leadership defined long term planning ensure continued success career trajectory direct development Challenging fast paced flexible Results oriented Collaborative team approach Focus professional career growth More job highlightsAbout Us FTI Consulting Real Estate Solutions Group dedicated real estate finance industries The Real Estate Advisory team advises clients across deal life cycle strategize structure due diligence integrate value communicate around transaction We serve global public private real estate companies including owners developers REITs financial institutions private equity funds insurance companies family offices well origination securitization lenders What You Do The Business Tax Advisory group seeking Consultant join growing team This great opportunity coming tax professional play significant role real estate tax client service team This candidate possess compliance skills well ability grow technically Excellent interpersonal skills required team oriented position Candidate responsible preparation tax returns researching tax issues creating tax work papers documentation Preparation Corporate Partnership tax returns Creating supporting tax return work papers documentation tax positions conclusions Researching tax issues client inquiries Gaining knowledge client business staying current industries related tax matters Demonstrating professionalism developing collaborative skills dealing internal external clients Use technology enhance streamline tax preparation reporting process Assisting development potential opportunities contacts Real Estate Solutions Assisting proposal process Continuation educational career growth self study CPA exam preparation internal external CPE courses Ability work high paced changing environment staying focused client needs How You Grow You direct access leadership defined long term planning ensure continued success career trajectory direct development Challenging fast paced flexible Results oriented Collaborative team approach Focus professional career growth
Real Estate Advisor,Field Advisor (Real Estate),Experience real estate outside sales Active Real Estate license state items Scale rapidly growing organization tons opportunity growth Work team fun motivated individuals highly collaborative culture items More job highlightsCompany Overview Sundae mission help homeowners get best outcome time sell house needs love For long process selling outdated damaged houses terrible sellers Local property investors capitalize homeowner distress purchase houses cheaply resell huge profits Sundae putting profits back hands homeowner We developed model predict sellers need help best class sales marketing team reach trusted brand allows us grow even faster word mouth referrals With scale efficiency able redistribute economic value sellers form competitive price Sundae become largest buyer homes need love United States We Tier Venture Capital backed company product market fit scaling revenue massive addressable market opportunity Our team composed seasoned leaders real estate marketplace businesses significant high growth company experience Airbnb Dropbox Chime LendingHome Joining Sundae means part team bringing compassion transparency business helping homeowners sell time need If driven making positive impact people lives want support mission love hear About Role Sundae building team Field Advisors Real Estate engage homeowners agents investors This opportunity work fast paced team values candor authenticity creativity experiencing significant personal professional growth This role reports resource several departments offering endless options growth within organization Responsibilities Attend rd party inspections guide sellers processEvaluate final scopes work respective opportunity owner Pilot Matterport virtual home tour program Investor Solutions Resale teams Host investor showings applicable Create floor plans recommendations project management teams Work directly management package learnings customer interaction actionable procedure development expansion Train mentor new Field Advisor Role expand nationally Attend final walkthroughs FWT sellers Pickup install lockboxes Perform quality assurance checks active retail listings Sundae Homes Drive branded vehicles About You Comfortable unstructured environments Impeccable organization attention detail Technology savvy Capacity safely drive vehicle prolonged periods Experience using Customer Relationship Management CRM tool ideally Salesforce com preferred required Qualifications Experience real estate outside sales Bachelor degree advanced degree preferred required Active Real Estate license state Valid driver license ability clear background driving record check required Will work home within local market city Why Sundae Opportunity revolutionize real estate industry mission help need Scale rapidly growing organization tons opportunity growth Work team fun motivated individuals highly collaborative culture Compensation Benefits Competitive cash salary Stock option package Extremely competitive health benefits medical dental vision coverage Retirement benefits including pre post tax options Unlimited PTO Work Remotely home office allowance cell internet stipend We Sundae strive build workforce composed individuals diverse backgrounds abilities minds identities help us grow company also individuals Sundae Equal Opportunity Employer Where permitted applicable law employees must received willing receive COVID vaccine date hire Reasonable accommodations considered
Right of Way Agent,Senior Right of Way Agent,In lieu degree consider combination education related experience acquiring right way totaling four years year applicable college equals one year year applicable work experience equals one half year Experience lieu education addition Experience requirements Requires minimum five years experience land related activities understanding land transactions legal documents metes bounds descriptions land titles abstracts surveying GIS This contractor subcontractor shall abide requirements CFR Collaborates inhouse Title Examiners determine fee easement ownership items Benefits Competitive pay Paid training items More job highlightsSenior Right Way Agent SUR Center Point Energy looking Senior Right way Agent join Team located Houston TX Summary This position interfaces public governmental entities obtain grant manage property rights Company This position acts independently conjunction company Service Consultants Gas Service Coordinators Project Managers Engineers inside outside Legal Counsel relating gas electric businesses We want know CenterPoint Energy predecessor companies business years Our vision lead nation delivering energy service value drives strategy performance We unwavering commitment safely reliably deliver electricity natural gas millions people Diversity Inclusion CenterPoint Energy committed creating inclusive work environment business results achieved skills abilities talents diverse workforce At CenterPoint Energy individuals respected contributions toward company objectives We strive inclusive work environment across levels reflective available workforce communities serve What bring Competitive pay Paid training Benefits eligibility begins first day Subsides metro parking discounts Flexible work schedule paid holidays paid time Access discounts fitness clubs site wellness center headquarters Houston Professional growth development programs including tuition reimbursement k Savings Plan featuring company match dollar dollar company contribution regardless contribution immediate vesting Essential Functions Performs land title research utilizing internal external resources determine ownership land rights Collaborates inhouse Title Examiners determine fee easement ownership Reviews interprets land rights documents related easement fee acquisition land rights accuracy completeness Drafts various legal documents related fee easement acquisition composing constructing phrases clauses clear concise professional manner define rights interest obligations parties involved define various types property descriptions easement locations rights way following established methods writing land descriptions Acquires rights negotiating terms conditions non monetary monetary easements deeds permits access agreements licenses contacting landowners developers builders governmental entities Railroads Corps Engineers Fish Wildlife Federal Aviation Authority etc accommodate installation operation maintenance company facilities Consults Service Area Managers Service Consultants Developers Environmentalist Surveyors Engineers Attorneys Governmental Agencies landowners order resolve land easement related issues Performs commercial residential plat reviews approvals Protects property rights thereto Company Sells releases license exchange real property others Observes Company facilities promptly reports records defects irregularities Company equipment lines accordance established Company procedures Advocates safety aspects protects public concerning dangers involved activities vicinity gas electric Company equipment lines Analyzes determines damages done property negotiate damage payments property owners Your background include Education Requires Bachelor degree Business Administration technical discipline related land surveying civil engineering right way related field accredited college university In lieu degree consider combination education related experience acquiring right way totaling four years year applicable college equals one year year applicable work experience equals one half year Experience lieu education addition Experience requirements Experience Requires minimum five years experience land related activities understanding land transactions legal documents metes bounds descriptions land titles abstracts surveying GIS This contractor subcontractor shall abide requirements CFR These regulations prohibit discrimination qualified individuals based status protected veterans individuals disabilities prohibit discrimination individuals based race color religion sex sexual orientation gender identity national origin Moreover regulations require covered prime contractors subcontractors take affirmative action employ advance employment individuals without regard race color religion sex sexual orientation gender identity national origin protected veteran status disability Job Operations Service Primary Location US TX Houston CenterPoint Energy Tower Organization SURVEYING ROW ACQUISITIONS Job Posting Dec Posting End Date Dec Req ID SUR
Real Estate manager,Corporate Real Estate Manager,Provides technical direction real estate associates applying knowledge industry regulatory standards full range commercial real estate expertise Represents department senior management NFS KP Serves primary contact regional service area customers architects engineers technicians designersManages activities real estate associates involved acquisition development leasing disposal exchange real property hospitals medical facilities medical centers dental offices parking structures etc Kaiser Permanente new generation hospital design retrofit projects Essential Responsibilities Responsible assigning directing activities real estate associates providing oversight evaluating appraising negotiating acquiring property Manages staffing budgeting group professional integrity training general management activities Provides technical direction real estate associates applying knowledge industry regulatory standards full range commercial real estate expertise Performs highest level complex sensitive property acquisitions management activities Represents department senior management NFS KP Serves primary contact regional service area customers architects engineers technicians designers Networks effectively strengthen relationships brokers sources potential deal opportunities
Real Estate Sales Agent,Real Estate Acquisitions Sales Agent,Exceptional communication skills oral written extremely strong phone skills ability set close appointments phone Must driven passionate real estate asset selling goal oriented Sales experience License commissions Assess comparables property value condition research outreach data site walks market trends items Benefits More job highlightsAre motivated results oriented multi tasker successful track record exceeding goals We currently opportunity organized personable real estate acquisitions agent looking develop career We support agents tools cutting edge resources materials need ensure success If looking crush financial goals group high performers upside commissions apply If real estate license able earn income help get licensing process started free asap Apply Compensation Responsibilities Respond leads timely manner drive business forward Assess comparables property value condition research outreach data site walks market trends Perform due diligence real estate market geographical trends partnership investment models prepare contracts letter intent business administration paperwork ensure sales Utilize CRM daily track necessary contact interaction details monitor sales process Ensure smooth transaction buyers sellers Real estate team individual lead generation sales Qualifications years experience real estate specialist real estate sales especially acquisitions preferred Preference Bachelor degree Real Estate Business Sales Marketing equivalent work Exceptional communication skills oral written extremely strong phone skills ability set close appointments phone Must driven passionate real estate asset selling goal oriented Sales experience License commissions About Company Keller Williams one collaborative offices We home multiple teams top producers consistently rank among top producers Region We also consistently office area Whether interested joining one top producing teams looking create brand would honor partner
Apartment Rental Agent,Leasing Professional,Outstanding interpersonal communication skills required interact residents office staff May require valid drivers license along good driving record auto insurance traveling multiple properties Demonstrates flexibility hours days worked must able work weekends High school diploma general education degree GED one three months related experience training equivalent combination education experience You work members leasing team create build relationships potential residents conduct property tours find new exciting ways market property item Benefits Employee referral payment program Educational Enhancement Program items More job highlightsOverview Get To Know Us Join Morgan Properties one nation largest fastest growing property management companies Our award winning employees dedicated providing residents quality residential living experience every day Established Mitchell Morgan Morgan Properties national real estate investment management company headquartered King Prussia Pennsylvania Morgan Properties affiliates currently manage multifamily portfolio comprised apartment communities units located states The Company nation largest private multifamily owner employees Our company thrives culture creativity communication collaboration every person valued We always looking passionate professionals join team If meet requirements listed interested please submit resume consideration What We currently need Full Time Leasing Professional In role manage sales process start finish You work members leasing team create build relationships potential residents conduct property tours find new exciting ways market property You also assist property manager resident relations including assisting application move process issues residents might living us conducting lease renewals To succeed role must excellent sales skills person phone able work weekends What expect Desire learn grow within property management industry interest taking increasing responsibilities within property Strong sales aptitude focus providing current prospective residents exceptional customer service Outstanding interpersonal communication skills required interact residents office staff Prior experience leasing sales hospitality plus May require valid drivers license along good driving record auto insurance traveling multiple properties Demonstrates flexibility hours days worked must able work weekends High school diploma general education degree GED one three months related experience training equivalent combination education experience The Benefits Employment Employee referral payment program Educational Enhancement Program Medical Dental Vision benefits Life AD D Insurance Long short term disability Retirement Plan k Plan Discount apartment one properties Free access pool fitness center Additional employee discounts available Employment Type FULL_TIME
Grounds Maintenance Worker,Grounds Maintenance Worker,Must able work outdoors weather conditions Must able lift lbs independently Ability build relationships management fellow employees Ability stay task working independently Follow safety policies procedures without exception Mow lawns using riding push lawnmower Trim edges arounds walkways flower beds walls Landscape planting flowers grass bushes Apply pesticide items More job highlightsJob Type Full time Description Grounds Maintenance personnel responsible maintenance beautification landscape customers Responsibilities Follow safety policies procedures without exception Mow lawns using riding push lawnmower Trim edges arounds walkways flower beds walls Landscape planting flowers grass bushes Apply pesticide Apply fertilizer Cut tree limbs Trim shrubs tall plants Rake mulch prune grounds needed Install rock cement sand landscaping material directed Perform similar related duties assigned Requirements Requirements Must pass background check Must able work outdoors weather conditions Must able lift lbs independently Ability build relationships management fellow employees Ability stay task working independently We Equal Opportunity Employer fully actively supports equal access people regardless Race Color Religion Gender Age National Origin Veteran Status Disability Genetic Information Testing Family Medical Leave Sexual Orientation Gender Identity Expression We prohibit Retaliation individuals bring forth complaint orally writing employer government individuals assist practice investigation complaint otherwise oppose discrimination
Real Estate Advisor,Real Estate Agent Trainee,Client Focus You possess passionate drive delight clients offer unique solutions deliver expectations You adept relationship management Critical Thinking You employ thoughtful process analyzing data problem solving reach well reasoned solutions items Accountability You accept responsibility actions decisions demonstrate commitment accomplishing work ethical compliant efficient manner benefit clients company Flyhomes Perks items More job highlightsFlyhomes place authenticity equity innovation collide build world best homebuying experience Innovation DNA What create We offer brokerage mortgage closing services one roof ensure clients amazing experience moment start work us moment move beyond Real estate mortgage technology people core mission That come Whether employee client believe people properties From client facing roles technology everywhere work alongside diverse team loves solve problems think creatively fly plane continue build If dedicated creating inclusive equitable enjoyable real estate experience solutions every homebuyer want talk The Real Estate Agent Trainee role provides administrative back support Client Advisors part team structure ensure clients best experience possible utilizing Flyhomes innovative products services The Real Estate Agent Trainee involved throughout home buying selling transaction process engages clients relay factual information needed This role assists keeping client team organized responsive exceptional client experience This month fixed term position entry point Client Advisor career path Once secured relevant real estate license completed relevant training opportunity considered permanent Client Advisor position What You Do Work collaboratively internal team members Activations Scheduling Tours Pricing Closing ensure effective communication flow exemplary client experience throughout client journey Collaborate Pricing team analyze home values market trends relay findings Advisors Partner Advisors review inspection reports property disclosures identify key issues Be responsive clients needs throughout transaction providing administrative backup support Client Advisors Support Client homebuying process sending home recommendations coordinate logistics Update maintain CRM software clients information transaction details Oversee tour scheduling assistance closing process Oversee listing coordination process Global Operations support team This full time month fixed term position What You Bring One years experience real estate customer service business development roles Ability obtain real estate license state operation preferred Proficiency G Suite Gmail Hangouts Calendar Docs Sheets Bachelor degree higher accredited college preferred Bilingual English Spanish plus Current driver license insurance role may require travel Advisors client meetings Your Superpowers Client Focus You possess passionate drive delight clients offer unique solutions deliver expectations You adept relationship management Critical Thinking You employ thoughtful process analyzing data problem solving reach well reasoned solutions Collaborative You partner effectively clients colleagues drive winning together culture execute common goals Learning Agility You open new ways thinking committed acquiring new skills retain competitive advantage Driven You take initiative persist accomplishing objectives despite obstacles setbacks You organized focused highly disciplined Hard work scare Accountability You accept responsibility actions decisions demonstrate commitment accomplishing work ethical compliant efficient manner benefit clients company Work Excellence You conscientious consistency quality deliverables You adept prioritization project management attentiveness detail consistent follow Flexibility You thrive dynamic fluid unstructured environment self starter eager learn grow build something great together Flyhomes Perks Reinventing industry takes work aim recognize champion well people professionally financially physically mentally Generous PTO K Matching Health Dental Vision Home Buying Selling Benefits Commuter Benefits Casual Dress Professional Development Benefits Paid Volunteer Time Dog friendly HQ
