job_roles,title,clean_desc
Internet Marketing Manager,D2C Digital Marketing Manager- Consumer Journey,More specifically responsible steady activation find new users items Benefits We offering multiple opportunities career development like mentoring coaching stretch assignments strong international exposure dynamic profiles More job highlightsWe looking D C Digital Marketing Manager join Hue Connected business Burlington MA Working Signify means creative adaptive Our culture continuous learning commitment diversity inclusion creates environment allows build skills career Together transforming industry As world leader lighting constantly ahead curve Through leadership connected lighting Internet Things breaking new grounds data analytics AI smart homes offices cities Signify one companies world achieve carbon neutrality next sustainability goals even bolder doubling positive impact environment society As Hue D C Digital Marketing Manager responsible fo supporting global digital team US Canada LATAM delivering best class consumer experience Philips hue com terms user experience personalized marketing pre post sales care shopping experience leading higher direct consumer sales new repeat purchases even higher levels brand loyalty The role concerns global responsibility steady activation find new users DTC platform Philips Hue com together digital marketing experts local markets More specifically responsible steady activation find new users You achieve working SEO experts Journey Builders Campaign builders objective move towards truly global brand experience one consumer experience across markets We lookout forward thinking innovators passion sustainability If match description get touch What Lead agile digital squad D C program towards success ecommerce digitalization Philips hue com based digital commercial operational strategy Commercial target responsibility delivering Agile team specific objectives KPIs You ensure together digital experts digital marketing programs campaigns initiatives executed Together Scrum Lead translate commercial operational strategy squad clear objectives feed Program Increment Planning Process Owns manages product backlog resource management Work channel leads campaign journey builders within agile team deliver required objectives relevant consumer journeys touchpoints Work e Commerce Managers align commercial offers initiatives communications along consumer journey You busy identifying new target audiences Philips Hue based data insights addressing audiences together digital experts various offline online marketing channels globally structured efficient way across collaboration markets specific Find role You lead give purpose global consumer journey team Find setting objectives agile team leading cross functional team experts towards success Your qualifications Bachelor degree Marketing Business equivalent MBA highly desired Minimum years experience DTC Direct Consumer Marketing experience large enterprise organization Minimum years experience translating executing digital marketing business media strategy social tv video etc Minimum years leadership people management experience You solid understanding multiple aspects email marketing CRO SRO Email App campaigns Ecommerce Minimum years experience using digital marketing tools Adobe Experience Manager Magento Solid business management acumen competences strategy planning setting agenda business directions team What get return We offering multiple opportunities career development like mentoring coaching stretch assignments strong international exposure dynamic profiles Learning fundamental culture Through continuous learning transforming industry You chance learn every day acquire new skills perspectives customized online programs job experiences See eyes employees MM
Advertising Promotions Manager,Sr. Product Marketing Manager,Strong influence relationship management skills Customer centric approach work Experience navigating matrixed business environment items In role work Insights Analytics Product Marketing team responsible unlocking customer marketplace data insights translating insights meaningful customer centric value propositions The product marketing team specific responsibility building marketing content strategies activate powerful differentiating ways The team provides strategic guidance across entire Group Benefits product portfolio including Life Disability Dental Vision Pet Accident Health HSA Financial Wellness Legal Plans You work firsthand key business partners stakeholders leadership array fast paced initiatives furnishing sales leaders teams necessary tools customer engagement acquisition retention items More job highlightsJob Location United States New York New York Alternate Job Location United States New Jersey Bridgewater Role Value Proposition The Sr Product Marketing Manager responsible helping strategize develop impactful marketing strategies reach target employer broker audiences leading revenue lift market growth increased product awareness consideration ongoing industry leadership In role product marketing lead several MetLife benefit solutions developing strategic value propositions go market strategies content activation In role work Insights Analytics Product Marketing team responsible unlocking customer marketplace data insights translating insights meaningful customer centric value propositions The product marketing team specific responsibility building marketing content strategies activate powerful differentiating ways The team provides strategic guidance across entire Group Benefits product portfolio including Life Disability Dental Vision Pet Accident Health HSA Financial Wellness Legal Plans You work firsthand key business partners stakeholders leadership array fast paced initiatives furnishing sales leaders teams necessary tools customer engagement acquisition retention You lead development differentiated impactful go market strategies content based insights data supporting sales engage prospects partners grow relationships win new business You develop compelling messaging drive product innovations create exciting marketing campaigns In many ways front lines channeling creative strategy skilled execution see immediate long range results Additionally partner Integrated Customer Marketing teams define robust activation plans across key channels execute You also work closely teams including members Product Center Excellence Heads markets product pricing strategy communications You build strategic partnerships key stakeholders guide content ensuring cohesive consistent approach across products channels audiences Key Responsibilities Build compelling forward looking product value propositions based data insights drive differentiation growth Develop robust activation plans execute value propositions across key digital non digital channels Identify opportunities drive cohesiveness consistency efficiency across MetLife Group Benefits product portfolio Collaborate Insights Intelligence team shape product research opportunities achieve desired outcomes inform product strategy value proposition Translate key customer market insights actionable marketing strategies drive short long term impact Partner closely various business marketing support teams peers including Integrated Marketing Group Benefits Leadership Communications help define deliver execute product related business strategies Lead go market strategies new product launches innovation opportunities Develop keen understanding Group Benefits business key offerings guide marketing strategies recommendations achieve business objectives Gain deep understanding MetLife target customers build strong capability translate needs preferences drive compelling communications Maintain budget including ongoing tracking reporting leadership provide input annual strategic financial planning process Essential Business Experience Technical Skills Thinks Strategically Guides direction aligned company strategy applying external global perspective meet business needs Demonstrates Business Acumen Applies deep understanding value created MetLife effectively deliver business objectives goals Drives Results Sets aggressive goals accountable continuously driving improved performance across team Shows Customer Curiosity Builds deep understanding customer asking right questions collecting analyzing right data Develops Fresh Actionable Insights Combines multiple learnings powerful actionable insights Creates Partnerships Authentically builds trusted relationships collaborates across global diverse multi functional teams levels organization successfully drive business objectives Takes External Perspective Collect analyze broad range external information inform agile business decision making Delivers Differentiating Solutions Works effectively business define prioritize deliver solutions needed add value Optimizes Marketing Performance Collects interprets data measure performance goals drive continuous improvement Required years relevant professional experience Intellectual curiosity driving impactful questioning internal external business partners Strong influence relationship management skills Customer centric approach work Experience navigating matrixed business environment Problem solver critical thinker Proven track record innovation forward thinking solutions business challenges Strong presentation skills Preferred Bachelor Degree MBA plus years experience marketing Fundamental finance budgeting concepts Agency experience exposure preferred Salary Grade M Travel Business Category Global Benefits Marketing Number Openings Contact Information Kelli Peltier kelli peltier com Hiring Manager Anna Weinstein At MetLife leading global transformation industry long defined United purpose diverse perspective dedicated making difference lives customers MetLife MetLife subsidiaries affiliates one world leading financial services companies providing insurance annuities employee benefits asset management help individual institutional customers navigate changing world Founded MetLife operations countries holds leading market positions United States Japan Latin America Asia Europe Middle East We one largest institutional investors U S billion total assets management September We ranked Fortune list In named Dow Jones Sustainability Index DJSI fourth year row DJSI global index track leading sustainability driven companies MetLife committed building purpose driven inclusive culture energizes people Our employees work every day help build confident future people around world We want make simple interested qualified candidates apply employment opportunities MetLife For information request reasonable accommodation please click Disability Accommodations link MetLife proud Equal Employment Opportunity Affirmative Action employer dedicated attracting retaining developing diverse inclusive workforce All qualified applicants receive consideration employment MetLife without regards race color religion sex including pregnancy childbirth related medical conditions sexual orientation gender identity expression age disability national origin marital domestic civil partnership status genetic information citizenship status uniformed service member veteran status characteristic protected law MetLife maintains drug free workplace Requisition
Public Relations Manager,"Communications Manager, Financial Services",Proven ability work effectively multiple constituents including peers well senior executive management giving simplicity complex subject matters Creative integrative problem solving structured thinking Demonstrated success managing multiple projects simultaneously exceptional judgment ability pay painstaking attention detail deliver tight timelines Self motivated proactive strong organizational skills prioritization capabilities items Manage social media channels including content data reporting alignment thought leadership strategy objectives Understand vision goals business develop communication strategies bring vision life Write communications align style voice leaders team brand distribute across channels broad targeted audiences Work senior leaders communications including business updates event talking points news diversity inclusion belonging initiatives items More job highlightsPlano Town Center United States America Plano Texas Communications Manager Financial Services Communications Manager Financial Services Every great brand story starts internally values culture Associates That great story captures hearts minds many inside outside organization We seeking communications leader experience writing editing approving internal communications external thought leadership pieces bylines quotes social posts In Financial Services Capital One believe internal external communications go hand hand With amazing employee culture innovative business strategy deep commitment giving back community robust story share variety stakeholders The thought leadership strategy divisional president important part organize message distribute story across channels If strategic thinker planner storyteller whose words captivate delight inspire others think differently empower take action might next team member We looking someone communicates concisely thinks big meticulous wordsmith A editor beyond attention detail someone uses data determine best way connect others gets great results Who We Are The Financial Services Communications team made intentional strategic creative problem solving experts We proactively deliver innovative relevant engaging content support divisional president vision We constantly look new ways improve output methods maximizing impact across channels readers love We start hold high bar clear consistent people centric communications ensure solution aligned problem Capital One fast growing organization one top brands United States named one Best Companies Work For FORTUNE Magazine Responsibilities Requirements Provide day day communications leadership guidance small team comprised direct report peers Oversee thought leadership activities collaborative pod structure including providing input overarching strategy well owning process execution senior leadership elevate Capital One brand ensuring consistency across communications Manage social media channels including content data reporting alignment thought leadership strategy objectives Understand vision goals business develop communication strategies bring vision life Write communications align style voice leaders team brand distribute across channels broad targeted audiences Work senior leaders communications including business updates event talking points news diversity inclusion belonging initiatives Lead crisis change management communications strategies Additional Responsibilities Leverage data insights drive strategies campaigns optimizing approach based past results future needs target audience behaviors preferences ongoing test learn agenda Collaborate creatives planners key team members support business initiatives drive engagement Openly actively contribute member Financial Services Communications team identifying key opportunities taking lead developing content solutions address key needs ability manage input variety stakeholders navigate ambiguity work autonomously Ensure communications Tell articulate consistent accurate story strong voice right channels Inspire confidence Financial Services leadership business strategy Help Financial Services businesses achieve targeted results The Ideal Candidate Will Have Highly effective communications skills outstanding writing editing abilities ability produce original brand building content Proven ability work effectively multiple constituents including peers well senior executive management giving simplicity complex subject matters Creative integrative problem solving structured thinking Demonstrated success managing multiple projects simultaneously exceptional judgment ability pay painstaking attention detail deliver tight timelines Self motivated proactive strong organizational skills prioritization capabilities Excellent presentation persuasion skills Keen process orientation analytical abilities Basic Qualifications Bachelor degree At least years experience corporate communications public relations marketing writing At least years experience communication strategy development executive leaders Knowledge AP Style Preferred Qualifications Bachelor Degree Communications Public Relations Marketing English Journalism Previous experience financial services technology highly regulated large matrix organization Experience industry best practices developing metrics based strategies digital channels LinkedIn Twitter At time Capital One sponsor new applicant employment authorization position No agencies please Capital One Equal Opportunity Employer committed diversity inclusion workplace All qualified applicants receive consideration employment without regard sex race color age national origin religion physical mental disability genetic information marital status sexual orientation gender identity assignment citizenship pregnancy maternity protected veteran status status prohibited applicable national federal state local law Capital One promotes drug free workplace Capital One consider employment qualified applicants criminal history manner consistent requirements applicable laws regarding criminal background inquiries including extent applicable Article A New York Correction Law San Francisco California Police Code Article Sections New York City Fair Chance Act Philadelphia Fair Criminal Records Screening Act applicable federal state local laws regulations regarding criminal background inquiries If visited website search information employment opportunities apply position require accommodation please contact Capital One Recruiting via email RecruitingAccommodation com All information provide kept confidential used extent required provide needed reasonable accommodations For technical support questions Capital One recruiting process please send email Careers com Capital One provide endorse guarantee liable third party products services educational tools information available site Capital One Financial made several different entities Please note position posted Canada Capital One Canada position posted United Kingdom Capital One Europe position posted Philippines Capital One Philippines Service Corp COPSSC
Green Marketer,Outside Advertising Representative,This job requires knowledge social media platforms communication proper assessment advertiser needs Attention detail quick learning software systems must Full time position includes health insurance K Self motivation multi tasking well organizational skills mustWe looking energetic multimedia outside sales person manage territory BG NE Wood County This job requires knowledge social media platforms communication proper assessment advertiser needs Attention detail quick learning software systems must Full time position includes health insurance K Self motivation multi tasking well organizational skills must recblid n usl mr e x ftwen eq rufe
Advertising Director,"Marketing Manager, Loyalty, Beauty Insider",Ability think big picture influence program strategy planning getting involved details execution Strong collaboration influence skills highly matrixed complex organization Experience building forecast documents managing forecast expectations Experience expense management PO creation items Lastly partner Sephora Credit team seamless implementation cardmember benefits touch intersect standard BI program offering items Benefits Influence execute strategies Beauty Insider rewards points activity partnership larger Beauty Insider team leadership Meaningful Rewards Sephora offers comprehensive medical benefits generous vacation holiday time employee discount free beauty product gifts brand partners much More job highlightsJob ID Location Name CA FSC SF Off Job Type Full Time Position Type Regular Job Function Marketing Remote Eligible Yes Start Date February Company Overview Sephora changing face prestige cosmetics since debut Paris Sephora acquired luxury group Moët Hennessy Louis Vuitton LVMH launched stateside currently home world class brands including private label Sephora Collection Sephora curated assortment features products including makeup skincare perfume hair care body care professional tools In Sephora Americas belong something beautiful With continued focus diversity equity inclusion seek ways create sense belonging people authentic selves We embrace unique talents proud passionate community built With leaders listen inspire everyone encouraged best Reimagine future Sephora Your role Sephora As Manager Loyalty support Loyalty Beauty Insider team executing loyalty program strategies overseeing implementation key initiatives targeted Beauty Insider client This position support management Beauty Insider Bazaar destination program members Beauty Insiders come view redeem experiential sample rewards loyalty points new partnership Kohl Lastly partner Sephora Credit team seamless implementation cardmember benefits touch intersect standard BI program offering The role requires high level coordination internal external partners forecasting analytical experience project management capabilities well ability influence inventory production email site brand marketing teams In addition Sephora Kohl partnership Partner Kohl internal stakeholders drive execute partnership mechanics ensure seamless experience across entities Manage Kohl budgeting process ensure BI projects stay track billed appropriately Partner Sephora Promo team Kohl facing promotions ensure flawless execution Work Kohl legal marketing guarantee disclosures compliant meet requirements entities Serve main point contact Kohl rewards bazaar samples birthday new store opening gifts Rewards Bazaar Influence execute strategies Beauty Insider rewards points activity partnership larger Beauty Insider team leadership Work brands internal stakeholders rd party partners drive execute rewards creation maintenance identify new rewards opportunities Inform bazaar reporting addition influencing informing Kohl reports comfortably communicating performance vs expectations areas opportunity leadership Create manage forecasts work closely partners ensure financial objectives met Influence inform creative development process execution including Partnering Campaign Content team ensure creative aligned larger Beauty Insider strategy objectives Assist QA marketing assets execute flawlessly Seeking approval program disclosures Sephora Kohl teams Represent Beauty Insider meetings cross functional alignments ensure cohesive consistent program Cross functional partners include limited social mobile site email production IT product inventory brand marketing analytics finance store communications teams Partner Sephora Credit Card team implementation new CC benefit ensure seamless implementation client experience Coordinate greater Beauty Insider team project planning documentation calendaring around coordination team activities program happenings Demonstrate Sephora values Passion Client Service Innovation Expertise Balance Respect All Teamwork Initiative We excited A passion beauty loyalty marketing years related experience marketing loyalty retail digital strategy Ability think big picture influence program strategy planning getting involved details execution Strong collaboration influence skills highly matrixed complex organization Experience building forecast documents managing forecast expectations Experience expense management PO creation Experience working cross functional partners clients rd party teams meet business needs Ability organize manage document multiple detail oriented projects meet deadlines Willingness approach projects attitude create process one Ability work fast paced environment stay focused calm Proficiency Word Excel Power Point While Sephora enjoy Meaningful Rewards Sephora offers comprehensive medical benefits generous vacation holiday time employee discount free beauty product gifts brand partners much Details company benefits found following link Diversity Inclusion Belonging We pledge create beauty community everyone uniqueness celebrated respected honored We drive diversity equity inclusion aspects business ensuring employees brand partners suppliers clients feel sense belonging store online workplaces We believe demonstrating values action Beauty Beyond Every day reimagine beauty discover new brands influence positive change Together inspire clients empower people help become best versions We think beautiful Endless Evolution You learn innovators artists experts every field As business evolves Here empowered choose path accelerate growth best As part family LVMH community options endless Creativity Unleashed At Sephora encouraged explore innovate funwhile working diverse clients teams leaders You partner iconic brands help build We value curiosity drive success emotional connections make Together defining future beauty Bold Authenticity Being bold different made us global beauty retail leader At Sephora celebrate diversity embrace unique winning spirit believe real beauty authentically You sets us apart As condition employment Sephora requires newly hired employees fully vaccinated COVID start date unless requested received exemption due qualifying medical condition sincerely held religious belief practice requirement law Sephora equal opportunity employer values diversity company We discriminate basis ofrace religion color national origin ancestry citizenship gender gender identity sexual orientation age marital status military veteran status disability status Sephora committed working providing reasonable accommodation applicants physical mental disabilities Sephora consider employment qualified applicants criminal histories manner consistent applicable law
Door-to-Door Sales Worker,Outside Sales Representative,Maintain clean professional appearance Valid driver license Must reliable transportation Must legally authorized work country employment without sponsorship average income income Rock Stars Base salary Commission Weekly Monthly Annual bonuses items More job highlightsWhat come work us Florida Window Door one leading window door replacement companies Florida currently ranked rd largest remodeling company nation per Qualified Remodeler We experienced tremendous growth last three years growing mm annual sales Working Florida Window Door expect excellent benefits collaborative work environment career advancement opportunities strive promote within first What We Need Your Help With As experiencing tremendous growth consumer demand hurricane protection products time high We seeking professional organized hardworking superstars join team Not sales job A career We offer sales management career path based performance time employment No cold calling Extensive depth two week zoom training proven provide tools succeed average income income Rock Stars Base salary Commission Weekly Monthly Annual bonuses Gas reimbursement Requirements Highly Motivated Demonstrated ability meeting exceeding objectives Excellent selling communication negotiation skills Maintain clean professional appearance Valid driver license Must reliable transportation Must legally authorized work country employment without sponsorship Benefits Health Care Plan Medical Dental Vision Retirement Plan k IRA Paid Time Off Vacation Sick Public Holidays Life Insurance Basic Voluntary AD D Training Development
Internet Marketing Manager,Digital Marketing Manager,To successful candidate need flex needs business ensuring project objectives completed along planned timelines Work pressure balance multiple priorities Drive optimization efforts integrated digital marketing campaigns EUROIMMUN US website emails nurtures SEO SEM social media paid search etc Lead development execution long term digital marketing campaigns identifies short term advertising marketing solutions Monitor digital campaign budgets items More job highlightsImagine world could detect health issues sooner treat effectively Where food water always safe even remote corners earth And scientific medical research enhanced solve greatest challenges times At PerkinElmer imagine world every day Then innovate collaborate make happen everywhere Our dedicated team employees worldwide pioneers scientific technologies better detection imaging informatics help customers work create healthier families improve quality life sustain well longevity people globally If seeking meaningful impactful stimulating career look Position Summary EUROIMMUN Digital Marketing Manager individual contributor role US marketing team In role primarily responsible developing executing omni channel marketing campaigns providing marketing guidance customer persona content across platforms sales funnel stages The candidate must experience marketing technology social media management Duties include strategy planning implementing monitoring reporting digital marketing campaigns across digital networks The Digital Marketing Manager also responsible gathering key performance results sharing key market trends relevant audience research test results across teams make informed data driven decisions Please note open hybrid work arrangement Key Responsibilities Drive optimization efforts integrated digital marketing campaigns EUROIMMUN US website emails nurtures SEO SEM social media paid search etc Lead development execution long term digital marketing campaigns identifies short term advertising marketing solutions Monitor digital campaign budgets Optimize website social media channels SEO SEM well usability Develop website traffic plan create goals benchmarks meet Prepare present accurate reports EUROIMMUN digital marketing campaigns overall performance multiple segments Coordinate advertising media vendors improve marketing results Identify latest trends technologies affecting industry Evaluate important metrics affect website traffic service quotas social impact target audience Work internal partners e g Scientific Affairs Sales brainstorm new innovative growth strategies Work events team support digital outreach lead generation support Basic Qualifications Bachelor degree business communication marketing sciences must communications experience degree sciences years experience B B digital marketing advertising years experience Microsoft PowerPoint Word Outlook Excel Preferred Qualifications Adobe Premiere Final Cut Pro experience strongly preferred Video editing post production experience strongly preferred Adobe Creative Suite Photoshop Illustrator InDesign A win win attitude ability multi task Knowledge SEM PPC landing page practices Google Analytics Salesforce Access contact management databases plus Experience using marketing automation software Salesforce Pardot HubSpot Marketo Engage Excellent written verbal skills copywriting skills plus Excellent grasp social media website metrics best practices Strong project management skills adaptive flexible attitude To successful candidate need flex needs business ensuring project objectives completed along planned timelines Work pressure balance multiple priorities
Advertising Promotions Manager,"Ad Marketing Manager, OneView",Attention detail proven ability manage priorities also essential We looking people ready lead example selfless leadership across teams collaborate peers partner colleagues external partners years marketing advertising streaming media ad tech industries Rich understanding dynamics within streaming TV digital programmatic advertising landscapes well content media distribution items Prioritize guide develop sales narratives marketing content drive advertiser understanding demand OneView Lead brand management OneView amongst marketers advertisers including brand research competitive marketplace analysis client partner advisory Work ad sales strategy product product marketing teams bring compelling new product offerings market More job highlightsReady write rules modern advertising Roku changing world watches TV Roku TV streaming platform US set sights powering every television world Roku pioneered streaming TV Our mission TV streaming platform connects entire TV ecosystem We connect consumers content love enable content publishers build monetize large audiences provide advertisers unique capabilities engage consumers From first day Roku make valuable valued contribution We fast growing public company one bystander We offer opportunity delight millions TV streamers around world gaining meaningful experience across variety disciplines About role Roku pioneered streaming TV continues innovate lead industry While well positioned help shape future television including TV advertising around world continued success relies building marketing strategy grows advertiser understanding excitement usage OneView ad buying platform This role deliver strategic vision expands Roku presence America TV streaming platform cements OneView ad buying platform built future TV marketers advertisers Our environment fast paced requiring ability work autonomously minimal supervision ever changing environment You need demonstrate excellent problem solving skills The right mix organizational communication skills key success Attention detail proven ability manage priorities also essential We looking people ready lead example selfless leadership across teams collaborate peers partner colleagues external partners What Design marketing strategies build awareness consideration utilization OneView amongst marketers advertisers Establish clear messaging priorities OneView amongst key marketer advertiser audiences including brand performance advertisers agencies partners traders Prioritize guide develop sales narratives marketing content drive advertiser understanding demand OneView Lead brand management OneView amongst marketers advertisers including brand research competitive marketplace analysis client partner advisory Work ad sales strategy product product marketing teams bring compelling new product offerings market We excited years marketing advertising streaming media ad tech industries Rich understanding dynamics within streaming TV digital programmatic advertising landscapes well content media distribution Deep expertise crafting unforgettable storytelling data text illustration self edit Eye design experience guiding development marketing materials including slides reports web content Track record measuring ROI impact marketing programs Collaborative nature track record invaluable resource sales strategy content product teams No job big small mentality long term thinker short term doer Bachelors degree equivalent The Roku culture Roku great place people want work fast paced environment everyone focused company success rather We try surround people great jobs easy work keep egos check We appreciate sense humor We believe fewer number talented folks less cost larger number less talented teams We independent thinkers big ideas act boldly move fast accomplish extraordinary things collaboration trust In short Roku part company changing world watches TV We unique culture proud We think primarily problem solvers two part idea We come solution solution real built delivered customer That penchant action gives us pragmatic approach innovation one served us well since
Watercraft Service Attendant,Boat Handler/Marina Assistant,Candidates absolutely must demonstrated experience operating trailering boats punctual individuals proven ability multi task General mechanical knowledge helpful necessary This amazing opportunity right individual loves people boating lakes outdoors Delivering retrieving fleet rental boat club boats paddle sport vessels storage customer boats needed including stocking boats appropriate safety gear water toys etc Boat cleaning items Benefits Full time employees offered health insurance medical insurance vision coverage More job highlightsBoat Handler Marina Assistant Work Hard But Work Lake We search additional Boat Handler Operations Assistant knowledge trailering boats AND loading trailer We fun growing business located lakes Knowledge Lake Jocassee Lake Keowee well passion boating fishing outdoor activities big plus We extremely busy season hard work right candidate enjoy interaction friendly customers working beautiful area You face customers excellent communication skills outgoing personality positive attitude must Candidates absolutely must demonstrated experience operating trailering boats punctual individuals proven ability multi task General mechanical knowledge helpful necessary This amazing opportunity right individual loves people boating lakes outdoors Lake Jocassee amazing treasure South Carolina lake surrounding gorges ranked one top places world National Geographic We Lake Jocassee marine facility also serve northern Lake Keowee General Responsibilities Delivering retrieving fleet rental boat club boats paddle sport vessels storage customer boats needed including stocking boats appropriate safety gear water toys etc Boat cleaning General maintenance responsibilities around acre facility Assisting techs needed various projects lake calls customer requests Boat trailering experience necessary Must availability work weekends SERIOUS CANDIDATES ONLY PLEASE DO NOT APPLY IF YOU ARE NOT EXPERIENCED IN TRAILERING AND LOADING UNLOADING BOATS This year round position opportunities advancement Full time employees offered health insurance medical insurance vision coverage We look forward hearing About Jocassee Outdoor Center A lake legacy since JOC full service outdoor adventure marine center serving Lake Jocassee northern Lake Keowee Bring friends family fun let us take care rest About Jocassee Outdoor Center A lake legacy since JOC full service outdoor adventure marine center serving Lake Jocassee northern Lake Keowee Bring friends family fun let us take care rest
Sales Representative,Sales Representative,tSales Management Herd Management experience tProficiency computers MS Office Outlook Word Excel PowerPoint tStrong analytical skills related sales data statistics ability translate results solutions forecast future projects tThis role start sole contributor supervisory responsibilities tOur client technological leader health monitoring Dairy Industry providing farmers better understanding cows health reproduction feeding standpoint Currently employer seeking candidates strong industry expertise role Sales Representative Dairy tThe ideal candidate located Wisconsin particularly Eau Claire area north tThe Sales Representative represent high tech expanding business unlimited growth opportunities This role responsible business development Dairy market Wisconsin tRESPONSIBILITIES tVisiting current prospective clients tCoordinating sales efforts company marketing programs tGiving sales presentations range prospective clients tNegotiating contracts prospective clients tDetermining pricing schedules tUnderstanding promoting company programs tPreparing sales contracts tMaintaining clients via companies CRM system tThis role start sole contributor supervisory responsibilities tDESIRED PROFILE tExperience Dairy Industry tSales Management Herd Management experience tExcellent communication presentation skills tProficiency computers MS Office Outlook Word Excel PowerPoint tAbility quickly build rapport customers suppliers tStrong analytical skills related sales data statistics ability translate results solutions forecast future projects tAbility extensively travel within territory
Door-to-Door Sales Worker,Sales Representative,Must computer proficient Must ability work day work week includes Saturdays Additional days may required based volume seasonality addition flexibility work afternoon evening weekend hours A minimum High School Diploma Equivalent SIGN ON BONUS FOR ELIGIBLE CANDIDATES Great benefits Medical Dental Vision Coverage items More job highlightsJob Description The Sales Representative part Outside Sales Team As Sales Representative territory approximately two hour radius around home zip code SIGN ON BONUS FOR ELIGIBLE CANDIDATES This role Full Time W Position The majority Sales Representative visit local sales office one time per week On remaining days receive scheduled appointments via email go appointments home This position offers excellent compensation opportunities pre confirmed pre set appointments This door door sales consumers made contact us requesting estimate home improvement products No experience No problem train anyone right passion drive Equal Opportunity Employer Disability Vet Requirements All Sales Representative positions require extensive local market area travel use personal vehicle travel appointments Must valid driver license carry required level automobile insurance Must computer proficient Must ability work day work week includes Saturdays Additional days may required based volume seasonality addition flexibility work afternoon evening weekend hours A minimum High School Diploma Equivalent Benefits Great benefits Medical Dental Vision Coverage weeks paid training Pre set pre qualified pre confirmed appointments leads daily National Sales center Laptop Fuel Reimbursement Plan Great opportunities career advancement No cap commission earnings sky limit Company Description We leader Exterior Interior Home Improvement solutions specializing HVAC repairs solutions Windows Siding Doors Kitchen Bath remodels
Sales Representative,Entry Level Sales Representative,Computer savvy capable learning computer applications Exceptional verbal written communication skills Flexible scheduling including evenings weekends Generate leads follow prospects tools technologies lists items Benefits Competitive pay performance based incentives Flexible work hours items More job highlightsAre ready career make real impact We looking proactive motivated coachable individuals interested getting foot door sales industry As Entry Level Sales Representative first point contact potential clients prospecting creating sales opportunities In order successful position need go getter driven exceed goals must driven future success areas life We found right company culture fit result amazing long term working relationship Our goal best job opportunity ever Responsibilities Generate leads follow prospects tools technologies lists Arrange coordinate meetings clients sales representatives Update client databases maintain personal log contacts Hit minimum weekly monthly annual productivity sales goals What Competitive pay performance based incentives Flexible work hours Career advancement opportunities Free sales training extensive support mentorship program Who looking You self motivated persuasive results oriented Computer savvy capable learning computer applications Exceptional verbal written communication skills Flexible scheduling including evenings weekends Does sound like perfect opportunity Then waiting Apply secure spot Sales Representative today Job Type Full time Pay per year Experience Sales year Preferred Work Location One location
Public Relations Manager,Public Relations Manager,Experience financial services fintech space ideal required Demonstrated media influencer marketing skills B B space Excellent writing editing proofreading verbal communication skills items Write place Op Eds thought leadership pieces target outlets behalf CEO senior staff support ability staff serve guest contributors target outlets Support development media training including key messages talking points around mission brand leadership projects differentiation thought brand product Manage media inquiry responses including reputation management crises one one media interviews media events items More job highlightsPosition Summary The Public Relations Manager play vital role using earned media thought leadership articles similar tactics achieve key strategic goals around brand awareness fundraising helping lending programs policy teams reach key audiences partner investors engagement The Public Relations Manager reports Capital Impact Sr Director Communications This person hired position based one key geographic media markets including Washington D C New York NY Los Angeles CA must demonstrated experience engaging range media story placement Essential Responsibilities Story Development Placement Write pitch distribute compelling press releases pitches place stories create exposure organization multiple affiliates locally nationally Write place Op Eds thought leadership pieces target outlets behalf CEO senior staff support ability staff serve guest contributors target outlets Support development media training including key messages talking points around mission brand leadership projects differentiation thought brand product Manage media inquiry responses including reputation management crises one one media interviews media events Identify develop maintain strong relationships key media influencers blogs social media podcasters etc publishing contacts proactive outreach via phone email social media channels Awareness Building Build manage online newsrooms electronic media kits Monitor speaking award opportunities craft submit nominations ie Best Places Work Women Who Mean Business etc Collaborate social media team promotion strategy multiple social media channels blog designed boost reach engagement blog subscriptions Support development internal communications strategies encourage staff share stories Lead updating expansion corporate Wikipedia presence Reporting Trend Research Monitor track report performance media influencer campaigns suggest adjustments plan needed Research topics trends inform best opportunities generate media attention Stay date latest trends industry technology Professional Skills Education Experience High School Diploma equivalent years experience marketing public relations advertising communications journalism related discipline OR Bachelor degree years related experience Portfolio links current past press releases pitches PR campaigns placements Established media relationships reporters editors covering financial small business nonprofit organizations demonstrated experience pitching reporters social media channels Experience financial services fintech space ideal required Demonstrated media influencer marketing skills B B space Experience Cision PR Newswire plus Excellent writing editing proofreading verbal communication skills Ability directly engage CEO Executive Manage Team Senior Staff source stories provide media training Proactive positive flexible collaborative team player Creative problem solver Excellent organizational problem solving project management time management skills Passionate mission Work effectively cross discipline team environment Company info Capital Impact Partners
